Names,scan1-1.png,scan1-2.png,scan1-3.png,scan1-4.png,scan1-5.png,scan1-6.png,scan1-7.png,scan1-8.png,scan1-9.png,scan1-10.png,scan1-11.png,scan1-12.png,scan1-13.png,scan1-14.png,scan1-15.png,scan1-16.png,scan1-17.png,scan1-18.png,scan1-19.png,scan1-20.png,scan1-21.png,scan1-22.png,scan1-23.png,scan1-24.png,scan1-25.png,scan1-26.png,scan1-27.png,scan1-28.png,scan1-29.png,scan1-30.png,scan1-31.png,scan1-32.png,scan1-33.png,scan1-34.png,scan1-35.png,scan1-36.png,scan1-37.png,scan1-38.png,scan1-39.png,scan1-40.png,scan1-41.png,scan1-42.png,scan1-43.png,scan1-44.png,scan1-45.png,scan1-46.png,scan1-47.png,scan1-48.png,scan1-49.png,scan1-50.png,scan1-51.png,scan1-52.png
scan1-24.png,1.92556,1.97197,8.20697,2.21483,1.65046,1.31607,1.67095,1.01451,5.51676,7.64348,0.517894,6.12034,0.355366,0.218929,2.31273,2.02436,2.25896,1.76206,1.92698,3.84628,2.49774,1.3596,0.533185,0.0,1.143,3.65012,1.92489,2.08357,1.87859,2.06476,1.81686,2.34909,1.88329,0.655086,4.49673,19.5111,0.766738,7.26851,1.17139,0.77014,2.3369,2.08075,2.09755,1.08084,0.37516,2.35668,0.781085,1.08169,0.780501,0.809365,2.12618,0.656134
scan1-25.png,2.69126,3.11497,8.23121,3.35783,2.38703,1.32674,2.34063,0.842204,5.14645,7.88222,1.96827,5.51453,1.43653,1.36198,2.68305,3.04104,3.43528,3.07576,2.29714,3.42615,2.84476,0.961056,1.83378,1.143,0.0,4.0455,3.03808,3.15129,2.2631,3.12832,3.05328,2.48307,3.07415,0.660754,4.49673,19.2597,1.5234,6.8982,1.97081,1.75612,2.70722,3.15502,3.16454,1.25726,1.33535,2.6865,1.73247,1.50752,2.11584,1.95237,1.5444,1.04697
scan1-26.png,5.65317,5.62209,5.38016,5.86495,2.52512,3.0656,2.75535,3.04937,1.88354,4.23287,4.31231,2.86045,3.71516,3.89589,5.94596,5.75554,5.9156,5.55933,1.75924,2.45681,2.47821,4.05499,4.25386,3.65012,4.0455,0.0,5.63648,5.78582,2.98953,5.76525,5.57283,2.86432,5.59989,3.75996,8.5054,19.1469,4.21912,3.63529,2.86889,4.04216,5.97013,5.77528,5.79238,3.64651,3.75287,2.67701,4.03601,4.87891,4.48231,4.45948,2.90824,2.99853
scan1-27.png,0.442787,0.319577,11.1324,0.397468,4.121,3.26232,3.85463,2.57202,7.38789,10.2232,2.27434,8.39718,2.48981,1.8296,0.44161,0.236106,0.54338,0.326062,3.89737,6.3088,4.01489,3.15754,2.15094,1.92489,3.03808,5.63648,0.0,0.168603,4.55267,0.176345,0.187147,4.46601,0.150947,2.46099,4.49673,19.9608,1.94769,9.13964,3.58966,2.64177,0.465779,0.175441,0.194079,3.08947,1.90559,4.56934,2.64901,1.80316,1.83675,1.27999,4.11948,2.63795
scan1-28.png,0.563225,0.213984,11.2642,0.27549,4.25289,3.39306,3.98652,2.703,7.52822,10.3551,2.40624,8.52793,2.60301,1.97894,0.301278,0.216281,0.412058,0.493518,4.04729,6.43955,4.13533,3.28829,2.28284,2.08357,3.15129,5.78582,0.168603,0.0,4.68456,0.0274062,0.344292,4.59676,0.232242,2.58524,4.49673,19.9564,2.07843,9.27997,3.72156,2.76335,0.325448,0.0310771,0.0385326,3.22022,2.0555,4.70009,2.77059,1.93391,1.94995,1.43867,4.25022,2.7873
scan1-29.png,4.17382,3.85056,6.72225,4.09342,1.13232,2.43007,0.988516,1.14582,4.10507,6.3962,2.36121,5.79242,2.12559,2.38867,3.72443,4.51648,4.46206,4.48656,1.84415,3.68869,2.25473,2.43253,2.40173,1.87859,2.2631,2.98953,4.55267,4.68456,0.0,4.66512,4.52204,3.07669,4.57873,2.15866,5.02328,20.6006,2.78258,5.85682,0.963005,2.2472,3.7486,4.70374,4.71266,3.26241,2.87007,2.9645,2.2294,2.91375,2.73549,2.68796,1.38261,1.67575
scan1-30.png,0.572224,0.198447,11.2448,0.298916,4.23345,3.36917,3.96708,2.68012,7.5071,10.3356,2.38679,8.50404,2.58005,1.95836,0.322399,0.192391,0.433726,0.474238,4.02893,6.41566,4.14432,3.2644,2.26339,2.06476,3.12832,5.76525,0.176345,0.0274062,4.66512,0.0,0.357901,4.57287,0.212962,2.56135,4.49673,19.9372,2.05454,9.25885,3.70211,2.7768,0.346568,0.0492382,0.0624229,3.19633,2.03715,4.6762,2.78404,1.91626,1.92963,1.41986,4.22633,2.76672
scan1-31.png,0.376604,0.383492,11.1017,0.410297,4.09037,3.22145,3.824,2.5345,7.32746,10.1926,2.24372,8.35632,2.50501,1.74449,0.502038,0.373862,0.579125,0.19,3.86766,6.26794,3.92294,3.11668,2.14799,1.81686,3.05328,5.57283,0.187147,0.344292,4.52204,0.357901,0.0,4.42515,0.263393,2.46595,4.49673,20.0059,1.90682,9.07921,3.55903,2.56006,0.526207,0.358006,0.355055,3.04861,1.86222,4.52848,2.5673,1.7623,1.85195,1.17196,4.07861,2.57838
scan1-32.png,4.06234,4.32106,9.20456,4.56392,1.93227,1.22237,2.66165,1.68176,3.49051,6.57514,3.70007,4.54942,2.94569,2.78055,4.33899,4.38048,4.85394,4.31774,1.72079,2.44288,2.93164,2.48219,3.26206,2.34909,2.48307,2.86432,4.46601,4.59676,3.07669,4.57287,4.42515,0.0,4.45569,2.0276,4.57941,18.4583,2.95385,5.24226,1.94697,3.43077,4.36316,4.62211,4.63529,1.66983,2.82737,0.347298,3.40611,3.41939,3.58184,3.15846,1.5823,1.93186
scan1-33.png,0.558915,0.191825,11.1584,0.384596,4.14706,3.25199,3.88069,2.59128,7.37353,10.2492,2.30041,8.38686,2.52587,1.793,0.45597,0.162123,0.535509,0.283701,3.88852,6.29848,4.11945,3.14722,2.17701,1.88329,3.07415,5.59989,0.150947,0.232242,4.57873,0.212962,0.263393,4.45569,0.0,2.46066,4.49673,19.9074,1.93736,9.12528,3.61573,2.78271,0.480139,0.240227,0.258865,3.07915,1.88719,4.55902,2.78995,1.89138,1.87281,1.2384,4.10915,2.60136
scan1-34.png,2.08935,2.5821,8.73834,2.82497,2.01054,0.871273,1.75885,0.793194,5.23751,7.82917,1.40967,5.94269,0.934166,0.894237,2.59199,2.41461,2.96763,2.43818,2.0511,3.85431,2.18401,0.926203,1.27518,0.655086,0.660754,3.75996,2.46099,2.58524,2.15866,2.56135,2.46595,2.0276,2.46066,0.0,4.49673,19.4428,1.09111,6.98925,1.59432,1.19752,2.61616,2.61059,2.62378,1.0421,1.11247,2.23103,1.17387,1.13938,1.57032,1.4195,1.66498,0.761438
scan1-35.png,4.49673,4.49673,16.3783,4.49673,4.50338,4.49673,5.28265,4.49673,11.1366,14.4049,4.49673,10.5696,4.49673,4.49673,4.52237,4.49673,4.49673,4.49673,5.47041,6.6744,6.45861,4.49673,4.49673,4.49673,4.49673,8.5054,4.49673,4.49673,5.02328,4.49673,4.49673,4.57941,4.49673,4.49673,8.99346,36.9088,4.49673,14.6401,4.49673,4.49673,4.57071,4.49673,4.49673,4.49673,4.49673,4.81987,4.49673,4.49673,4.49673,4.49673,4.7564,4.49673
scan1-36.png,19.764,19.7328,20.701,19.8523,20.013,19.0184,20.4945,19.4196,16.5891,17.952,20.5111,18.6305,20.2188,20.0191,19.2852,19.8055,20.2246,19.9489,19.3873,18.9724,20.1815,19.7824,20.1703,19.5111,19.2597,19.1469,19.9608,19.9564,20.6006,19.9372,20.0059,18.4583,19.9074,19.4428,36.9088,28.9724,19.8507,16.0456,19.9382,20.827,19.3104,19.973,19.9829,18.7527,19.7154,18.5808,20.8115,19.9398,20.1717,19.6989,19.2241,19.557
scan1-37.png,1.58888,1.96743,9.42047,2.2103,2.3746,1.75817,2.53799,1.73251,5.74059,8.87083,0.921507,6.59389,1.51907,1.10276,2.08891,1.86215,2.42062,1.79941,2.55046,4.36112,2.91879,2.22056,1.10574,0.766738,1.5234,4.21912,1.94769,2.07843,2.78258,2.05454,1.90682,2.95385,1.93736,1.09111,4.49673,19.8507,0.0,7.49234,1.95902,1.87982,2.11308,2.10378,2.11697,1.62904,0.630623,3.05581,1.87455,0.708326,1.06351,0.80483,2.20292,1.22059
scan1-38.png,8.95235,9.18929,4.80111,9.46813,5.80715,6.25159,5.99824,6.67377,1.75175,0.862836,7.60473,2.03527,7.19213,7.45983,9.58125,9.16874,9.49665,8.99545,5.37284,4.42947,5.63921,6.82084,7.6096,7.26851,6.8982,3.63529,9.13964,9.27997,5.85682,9.25885,9.07921,5.24226,9.12528,6.98925,14.6401,16.0456,7.49234,0.0,6.22867,7.37382,9.60542,9.28583,9.29991,6.62711,7.36752,5.18462,7.36013,7.88461,7.88722,7.99565,5.76123,6.63131
scan1-39.png,3.43117,3.14336,7.54269,3.38622,0.531334,1.4194,0.913569,0.616846,4.47692,6.63352,1.45005,5.87814,1.16258,1.52434,3.35258,3.55347,3.59773,3.52356,1.62484,3.78976,2.32484,1.82285,1.55983,1.17139,1.97081,2.86889,3.58966,3.72156,0.963005,3.70211,3.55903,1.94697,3.61573,1.59432,4.49673,19.9382,1.95902,6.22867,0.0,1.30158,3.37675,3.74073,3.74966,2.1308,1.90706,2.0503,1.2879,2.59601,1.833,1.98076,1.60043,0.869722
scan1-40.png,2.48386,2.40107,8.91125,2.33307,1.79536,1.85529,1.54918,0.919769,5.62207,7.87193,1.1266,7.40027,0.566372,0.804155,2.20743,2.72286,2.53972,2.66812,2.70951,5.40424,2.44017,1.72048,0.938307,0.77014,1.75612,4.04216,2.64177,2.76335,2.2472,2.7768,2.56006,3.43077,2.78271,1.19752,4.49673,20.827,1.87982,7.37382,1.30158,0.0,2.2316,2.78826,2.77559,2.37054,1.71686,3.55142,0.0277685,1.67976,1.2791,1.36828,2.68594,1.04364
scan1-41.png,0.653062,0.416126,9.72329,0.137289,3.79827,3.35383,3.60718,2.93165,7.85367,9.48779,2.00069,7.57015,2.41329,2.14558,0.0241693,0.436682,0.108765,0.609971,4.23258,5.17594,3.96621,2.78458,1.99582,2.3369,2.70722,5.97013,0.465779,0.325448,3.7486,0.346568,0.526207,4.36316,0.480139,2.61616,4.57071,19.3104,2.11308,9.60542,3.37675,2.2316,0.0,0.319589,0.30551,2.97831,2.23789,4.42079,2.24529,1.72081,1.7182,1.60977,3.84419,2.97411
scan1-42.png,0.594302,0.211161,11.2834,0.26095,4.27207,3.41841,4.0057,2.70114,7.53408,10.3743,2.42542,8.55328,2.60674,1.96839,0.29542,0.241629,0.389796,0.501503,4.03366,6.4649,4.1664,3.31364,2.30201,2.08075,3.15502,5.77528,0.175441,0.0310771,4.70374,0.0492382,0.358006,4.62211,0.240227,2.61059,4.49673,19.973,2.10378,9.28583,3.74073,2.78826,0.319589,0.0,0.0192326,3.24557,2.04187,4.72544,2.7955,1.95926,1.96825,1.43585,4.27557,2.77675
scan1-43.png,0.585898,0.227967,11.2924,0.249597,4.28099,3.4316,4.01463,2.71552,7.54816,10.3832,2.43434,8.56646,2.61627,1.9855,0.28134,0.254814,0.37874,0.520141,4.04863,6.47809,4.158,3.32682,2.31094,2.09755,3.16454,5.79238,0.194079,0.0385326,4.71266,0.0624229,0.355055,4.63529,0.258865,2.62378,4.49673,19.9829,2.11697,9.29991,3.74966,2.77559,0.30551,0.0192326,0.0,3.25876,2.05684,4.73863,2.78283,1.97245,1.97718,1.45266,4.28876,2.79385
scan1-44.png,2.68581,3.05281,9.39028,3.29567,2.24111,0.755106,3.10661,1.70258,4.87536,7.69083,2.28306,5.98604,1.69323,1.50507,2.95414,3.00394,3.57847,2.9412,2.14615,3.39048,3.34115,1.92721,1.88552,1.08084,1.25726,3.64651,3.08947,3.22022,3.26241,3.19633,3.04861,1.66983,3.07915,1.0421,4.49673,18.7527,1.62904,6.62711,2.1308,2.37054,2.97831,3.24557,3.25876,0.0,1.45083,1.89195,2.36426,1.76916,2.2053,1.89021,1.86706,1.21739
scan1-45.png,1.93469,1.89743,9.44975,2.1403,2.4384,1.62367,2.58463,1.38912,5.61578,8.54058,1.06615,6.75854,1.16382,0.592144,2.21372,2.04931,2.204,1.8847,2.00914,4.67016,3.13393,2.03868,0.992926,0.37516,1.33535,3.75287,1.90559,2.0555,2.87007,2.03715,1.86222,2.82737,1.88719,1.11247,4.49673,19.7154,0.630623,7.36752,1.90706,1.71686,2.23789,2.04187,2.05684,1.45083,0.0,2.9307,1.7241,1.19869,1.17396,0.734832,2.48083,0.754348
scan1-46.png,4.16568,4.32864,9.09237,4.57151,2.05292,1.37707,2.52316,1.78495,3.43287,6.6817,3.82072,4.50966,3.04902,2.83369,4.39663,4.48381,4.90708,4.42107,1.58367,2.19705,2.8074,2.69529,3.36539,2.35668,2.6865,2.67701,4.56934,4.70009,2.9645,4.6762,4.52848,0.347298,4.55902,2.23103,4.81987,18.5808,3.05581,5.18462,2.0503,3.55142,4.42079,4.72544,4.73863,1.89195,2.9307,0.0,3.52676,3.64014,3.68517,3.16604,1.60737,1.985
scan1-47.png,2.47859,2.41201,8.89345,2.34401,1.78324,1.83164,1.5355,0.907357,5.60838,7.85414,1.13286,7.37561,0.583585,0.816381,2.22112,2.71759,2.55195,2.67536,2.69837,5.37957,2.4124,1.69271,0.943011,0.781085,1.73247,4.03601,2.64901,2.77059,2.2294,2.78404,2.5673,3.40611,2.78995,1.17387,4.49673,20.8115,1.87455,7.36013,1.2879,0.0277685,2.24529,2.7955,2.78283,2.36426,1.7241,3.52676,0.0,1.67294,1.2838,1.37922,2.66228,1.03748
